,zipcode,geometry,Zip,1718Sales,1819Sales,1920Sales,2021Sales,1718Sub,1819Sub,1920Sub,2021Sub,1718D311,1819D311,1920D311,2021D311,Cluster1,Cluster12021,Cluster11819,Cluster11718,Cluster11920
10,11366.0,"POLYGON Z ((-73.77010678596534 40.73177920848852 0, -73.77509739814768 40.7308738281676 0, -73.78138991327356 40.72914677254683 0, -73.7928751206816 40.725440177600376 0, -73.80904031652176 40.71991162363268 0, -73.81062582389238 40.72441986291471 0, -73.81068497965856 40.726666854377925 0, -73.81088634744755 40.72717187575918 0, -73.80041315910451 40.72837218185274 0, -73.78834468361556 40.73131879024068 0, -73.77952303006592 40.73428105057787 0, -73.77286130336375 40.73627593203528 0, -73.77177451678784 40.734216917409036 0, -73.77010678596534 40.73177920848852 0))",11366.0,-20.0,5.769230769230769,-12.727272727272727,58.333333333333336,0.0,0.0,0.0,0.0,100.0,-50.0,7200.0,-95.89041095890411,2,3,0,1,0
11,11423.0,"POLYGON Z ((-73.77010678596534 40.73177920848852 0, -73.76536242550831 40.72516174198194 0, -73.76442161530252 40.72443319387421 0, -73.76139941962434 40.72291316579468 0, -73.75999685994591 40.72175939982167 0, -73.7538091927717 40.71357595129091 0, -73.75245963864944 40.710316587834356 0, -73.76455802383879 40.707407671996265 0, -73.76734431593259 40.70663636799724 0, -73.76725074978663 40.70631257445275 0, -73.77418061090145 40.705086888427154 0, -73.77582075240134 40.705373931181384 0, -73.77678174653668 40.7077286930261 0, -73.77810855871854 40.70740321631149 0, -73.77838449571763 40.708050135086175 0, -73.77937278708664 40.707812178923575 0, -73.781782727946 40.713140016000715 0, -73.77357134537847 40.71512011445093 0, -73.7768149945872 40.72185729106325 0, -73.77766918901239 40.72271997219641 0, -73.77932600544462 40.7253977849658 0, -73.78116054138326 40.7292127846884 0, -73.77509739814768 40.7308738281676 0, -73.77010678596534 40.73177920848852 0))",11423.0,1.675977653631285,4.395604395604396,-45.26315789473684,95.1923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-89.23076923076923,2,3,0,1,0
12,11428.0,"POLYGON Z ((-73.72774739596115 40.72258480474807 0, -73.72761998125254 40.72225436873579 0, -73.72843673615834 40.7221225969783 0, -73.72847847282661 40.72076557418165 0, -73.73216155240394 40.720048769707375 0, -73.73225273457344 40.72037478772357 0, -73.73331135328947 40.71949545702178 0, -73.73641328878371 40.71806183406201 0, -73.74934540167435 40.71514537107509 0, -73.75403679922151 40.71387982458948 0, -73.75725670910693 40.71813862613275 0, -73.75186789084994 40.72046359745059 0, -73.74866938537846 40.72257644531277 0, -73.7473907917925 40.72319337579943 0, -73.7385674270549 40.72861504100692 0, -73.73840173923826 40.72901154584864 0, -73.73361727223616 40.7279335870809 0, -73.73306424165612 40.72935848096001 0, -73.73123513008417 40.72894738980239 0, -73.73159746166617 40.72797916508612 0, -73.73157640189716 40.727618345273555 0, -73.72990511102304 40.723272516554005 0, -73.72836413908203 40.72361437521388 0, -73.72816232599695 40.72308416455733 0, -73.72796736491678 40.723155272416086 0, -73.72774739596115 40.72258480474807 0))",11428.0,-10.69182389937107,-1.408450704225352,-21.428571428571427,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-92.34693877551021,2,0,0,1,0
13,11432.0,"POLYGON Z ((-73.80904031652176 40.71991162363268 0, -73.7928751206816 40.725440177600376 0, -73.78116054138326 40.7292127846884 0, -73.77932600544462 40.7253977849658 0, -73.77766918901239 40.72271997219641 0, -73.7768149945872 40.72185729106325 0, -73.77357134537847 40.71512011445093 0, -73.781782727946 40.713140016000715 0, -73.77968261813585 40.70859580977126 0, -73.78295240383041 40.70797164647384 0, -73.7864535711288 40.70792415052076 0, -73.78888968042826 40.707421245952624 0, -73.79272989814082 40.706294549963744 0, -73.8003947489124 40.70327349177385 0, -73.80444156154402 40.70213161395166 0, -73.8076218706839 40.70873062063049 0, -73.80889717080309 40.710599322122626 0, -73.80904606107171 40.711200439165694 0, -73.81010459837314 40.71336996123842 0, -73.81022118339017 40.715706242281804 0, -73.81043915237844 40.71640557003522 0, -73.81095196310157 40.71670842075329 0, -73.81071528564804 40.716905211618574 0, -73.81180420096081 40.71767508321719 0, -73.81211756400812 40.71906222230593 0, -73.80904031652176 40.71991162363268 0))",11432.0,1.8691588785046729,-33.027522935779814,-10.273972602739725,49.61832061068702,-6.7492482105625005,-4.637468854421352,-55.56985664404834,9.78314944232244,0.0,0.0,0.0,-82.79569892473118,2,0,0,1,0
14,11379.0,"POLYGON Z ((-73.87190078471538 40.726857864410285 0, -73.8718154036568 40.7267938439977 0, -73.87101842164016 40.72797897402295 0, -73.8692926917403 40.72443594905886 0, -73.86301849023125 40.71770790747894 0, -73.86003789332914 40.71493225693765 0, -73.85968470106486 40.71413086701583 0, -73.85966108630443 40.71338939117751 0, -73.86487186925038 40.710820659019404 0, -73.86956283652766 40.709462324773924 0, -73.87250367865842 40.70822738849878 0, -73.8748868593597 40.70700284313498 0, -73.87622775301763 40.70686901150781 0, -73.87654150134686 40.70739743758166 0, -73.87742739436457 40.70719863992166 0, -73.87777181650725 40.70688439873375 0, -73.88598390240503 40.70628222094159 0, -73.90030953552922 40.712685783380266 0, -73.90059587229088 40.712697404440746 0, -73.90115752128105 40.71462233690481 0, -73.8856407533764 40.72202158060076 0, -73.8870806732453 40.72385635484619 0, -73.88722098467157 40.72752618766134 0, -73.88520617260853 40.72810152589841 0, -73.88109300589315 40.72849258549084 0, -73.87950506985118 40.72878398756378 0, -73.87695206596906 40.72983334390367 0, -73.87450966371898 40.73061869880521 0, -73.8740460157219 40.73036407154951 0, -73.87421429612802 40.73006125209317 0, -73.87160566578396 40.729112059029546 0, -73.8732421022406 40.7279117286639 0, -73.87190078471538 40.726857864410285 0))",11379.0,-8.045977011494253,-0.8333333333333334,-18.067226890756302,81.53846153846153,0.0,0.0,0.0,0.0,0.0,0.0,9400.0,-74.73684210526316,2,3,0,1,0
15,11429.0,"POLYGON Z ((-73.72847847282661 40.72076557418165 0, -73.72792678386251 40.7191867494533 0, -73.72582227861042 40.710285375237675 0, -73.72469152521592 40.7083789111927 0, -73.72464340442205 40.70756221844852 0, -73.72465774251077 40.70580534020244 0, -73.72790028819382 40.70582612096106 0, -73.72770742526588 40.70156518678496 0, -73.7410457668114 40.70198081121858 0, -73.74114340468176 40.70180796881732 0, -73.74345486572501 40.70250646635589 0, -73.74386175169798 40.70281111915242 0, -73.74864285047346 40.701586957960494 0, -73.75403679922151 40.71387982458948 0, -73.74934540167435 40.71514537107509 0, -73.73641328878371 40.71806183406201 0, -73.73331135328947 40.71949545702178 0, -73.73225273457344 40.72037478772357 0, -73.73216155240394 40.720048769707375 0, -73.72847847282661 40.72076557418165 0))",11429.0,9.00900900900901,1.6528925619834711,-20.32520325203252,10.204081632653061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-95.37037037037037,2,0,0,1,0
16,11435.0,"POLYGON Z ((-73.826059565848 40.71539860277048 0, -73.8230557789411 40.716152910103304 0, -73.82111716197569 40.716377742830474 0, -73.81930468599842 40.71713609623505 0, -73.81211756400812 40.71906222230593 0, -73.81176680377307 40.71754471888058 0, -73.81071528564804 40.716905211618574 0, -73.81095196310157 40.71670842075329 0, -73.81043915237844 40.71640557003522 0, -73.81022118339017 40.715706242281804 0, -73.81018709635276 40.71357927916944 0, -73.80904606107171 40.711200439165694 0, -73.80889717080309 40.710599322122626 0, -73.8076218706839 40.70873062063049 0, -73.80389619384458 40.7008993725262 0, -73.80276782388765 40.69910549924365 0, -73.80229521756587 40.69768840411615 0, -73.80127985995802 40.69558088358477 0, -73.8008103127034 40.694059330760254 0, -73.79974841094464 40.69334783427049 0, -73.79844668384023 40.692135478227115 0, -73.79715343872049 40.690406084826485 0, -73.79595950279348 40.68913215240943 0, -73.79390841176428 40.6863047080526 0, -73.80584847668682 40.682909659633836 0, -73.80760673833726 40.686462543295534 0, -73.81484065451662 40.6991091183377 0, -73.81720361167378 40.70402764710221 0, -73.81755019461129 40.70400235314819 0, -73.81783466132116 40.704746671096785 0, -73.81942761488884 40.707106606952436 0, -73.82124201452346 40.7102472879757 0, -73.82085118303964 40.71006420229487 0, -73.82347995467133 40.71238036186086 0, -73.826059565848 40.71539860277048 0))",11435.0,20.673076923076923,-15.139442231075698,-32.863849765258216,37.76223776223776,-5.553961890199965,-2.892424594097573,-57.57476655544392,16.83532514111317,0.0,0.0,0.0,-70.96774193548387,2,0,0,0,0
17,11415.0,"POLYGON Z ((-73.826059565848 40.71539860277048 0, -73.82347995467133 40.71238036186086 0, -73.82085118303964 40.71006420229487 0, -73.82124201452346 40.7102472879757 0, -73.81845942904549 40.70566306966449 0, -73.82007914401278 40.70503093187788 0, -73.82063186597746 40.70584199266165 0, -73.82202045126458 40.7052123461417 0, -73.82085937975927 40.70426785064661 0, -73.81972992822898 40.70385563864692 0, -73.8227081044926 40.703624835946016 0, -73.83152109065456 40.70138964852981 0, -73.8322766556474 40.70086993997675 0, -73.83498163141206 40.70709751380889 0, -73.83442827662316 40.70779461754321 0, -73.83392880332181 40.7079858369295 0, -73.83431088361742 40.70896833719765 0, -73.83481229677668 40.709643375163765 0, -73.8365544730811 40.70868242879245 0, -73.83714702640651 40.707957064585884 0, -73.83843024539483 40.708443377491385 0, -73.84160209420453 40.70898389149643 0, -73.84014091697934 40.70972989761961 0, -73.83755319770243 40.710714920557464 0, -73.83679454887908 40.71078049260416 0, -73.83590072158415 40.71164139044931 0, -73.83611475734719 40.711825159426965 0, -73.83161238302384 40.71421350097403 0, -73.83110716179297 40.71436797674794 0, -73.83079050446555 40.71419918262998 0, -73.826059565848 40.71539860277048 0))",11415.0,-37.2093023255814,33.333333333333336,-38.888888888888886,127.27272727272727,0.0,0.0,0.0,0.0,0.0,0.0,346.15384615384613,-84.48275862068965,2,3,2,3,0
18,11418.0,"POLYGON Z ((-73.83714702640651 40.707957064585884 0, -73.8365544730811 40.70868242879245 0, -73.83481229677668 40.709643375163765 0, -73.8344106638521 40.7091373854273 0, -73.83392880332181 40.7079858369295 0, -73.83442827662316 40.70779461754321 0, -73.83498163141206 40.70709751380889 0, -73.8322766556474 40.70086993997675 0, -73.83152109065456 40.70138964852981 0, -73.8227081044926 40.703624835946016 0, -73.81972992822898 40.70385563864692 0, -73.82085937975927 40.70426785064661 0, -73.82202045126458 40.7052123461417 0, -73.82063186597746 40.70584199266165 0, -73.82007914401278 40.70503093187788 0, -73.81845942904549 40.70566306966449 0, -73.81783466132116 40.704746671096785 0, -73.81755019461129 40.70400235314819 0, -73.81720361167378 40.70402764710221 0, -73.81559544900317 40.70052613371387 0, -73.81375879865962 40.69719873629525 0, -73.8208531622528 40.69534576807945 0, -73.82109261575646 40.69582472708243 0, -73.82516713946724 40.69466686769781 0, -73.82784872578938 40.6941113583469 0, -73.84430243497147 40.689443010406286 0, -73.84740728150923 40.69578913485859 0, -73.84919824072988 40.69826748778543 0, -73.84502471807238 40.69935940153569 0, -73.84266041892232 40.700706577737186 0, -73.84156161610936 40.70109933142779 0, -73.83902977514548 40.70302118352209 0, -73.83717788541881 40.70403409744282 0, -73.83696236365265 40.704212471294035 0, -73.83813648748861 40.70624923375432 0, -73.83800894198143 40.706695412446535 0, -73.83714702640651 40.707957064585884 0))",11418.0,17.687074829931973,-11.560693641618498,-15.032679738562091,23.846153846153847,-1.6753025570198568,-0.7092961347494691,-59.94790742431424,14.857172041844851,0.0,0.0,0.0,-62.22222222222222,2,0,0,0,0
19,11433.0,"POLYGON Z ((-73.77968261813585 40.70859580977126 0, -73.77937278708664 40.707812178923575 0, -73.77838449571763 40.708050135086175 0, -73.77810855871854 40.70740321631149 0, -73.77678174653668 40.7077286930261 0, -73.77582075240134 40.705373931181384 0, -73.77507433873586 40.70524182572291 0, -73.77104358762898 40.698489976377424 0, -73.76929413274206 40.69665031741423 0, -73.77730132936047 40.69224858683658 0, -73.77728100347461 40.692118404045004 0, -73.77952524894295 40.69154973256938 0, -73.78666875870557 40.68870434572968 0, -73.7903846669113 40.68775362952646 0, -73.79390841176428 40.6863047080526 0, -73.79595950279348 40.68913215240943 0, -73.79715343872049 40.690406084826485 0, -73.79844668384023 40.692135478227115 0, -73.79974841094464 40.69334783427049 0, -73.8008103127034 40.694059330760254 0, -73.80127985995802 40.69558088358477 0, -73.80229521756587 40.69768840411615 0, -73.80276782388765 40.69910549924365 0, -73.80389619384458 40.7008993725262 0, -73.80444156154402 40.70213161395166 0, -73.8003947489124 40.70327349177385 0, -73.79272989814082 40.706294549963744 0, -73.78888968042826 40.707421245952624 0, -73.7864535711288 40.70792415052076 0, -73.78295240383041 40.70797164647384 0, -73.77968261813585 40.70859580977126 0))",11433.0,-0.2932551319648094,-4.411764705882353,-35.07692307692308,13.270142180094787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-95.80645161290323,2,0,0,1,0
20,11221.0,"POLYGON Z ((-73.93822325191614 40.68389331961758 0, -73.9438911382472 40.68323950227984 0, -73.94564165707669 40.69203346946512 0, -73.93413376737952 40.693354363738536 0, -73.93479698827541 40.69673661671486 0, -73.9352226413318 40.69698656384033 0, -73.93226765371799 40.69731469442813 0, -73.93324668417745 40.69785561272368 0, -73.93076911862683 40.698911046453716 0, -73.9305202888139 40.698772303134724 0, -73.92758773780713 40.70176259998695 0, -73.92308168149715 40.699200696300665 0, -73.92163115701487 40.700675580244926 0, -73.92087956801677 40.700247366780346 0, -73.92232800953694 40.6987721198053 0, -73.91848721378724 40.69658602292844 0, -73.91781911962863 40.69620772862452 0, -73.91636718052304 40.697680904182626 0, -73.90885282871758 40.693404451309675 0, -73.91604598744264 40.68607208871235 0, -73.91804606753695 40.687213268776 0, -73.9178493642506 40.68623318739356 0, -73.93822325191614 40.68389331961758 0))",11221.0,-5.614973262032086,-14.73087818696884,-36.54485049833887,67.01570680628272,-4.291950978631711,-3.2540468356600045,-59.51498471287996,34.481610378085236,-98.7012987012987,800.0,722.2222222222222,-70.27027027027027,0,3,0,1,0
