,ZIP CODE,PPSQ17,Sale Price17,PPSQ18,Sale Price18,PPSQ19,Sale Price19,PPSQ20,Sale Price20,PPSQ21,Sale Price21
91,11210,386.85304321583476,310210492,457.3083428301415,263241316,495.6365873588993,312976662,366.76124242081386,197736023,449.9575340364386,331455368
92,11211,648.0503041307808,352971615,812.6304554996591,605432443,589.1862930508979,358585259,681.4017238173834,509445229,660.4623992562183,707541480
93,11212,257.3108266321595,200436900,194.32049224395047,147831452,287.4242724537016,379375896,234.73920292801952,92355792,306.22523259640684,168419897
94,11213,294.93491867198185,202720567,355.9551135801463,244636559,426.9500313280032,210558520,446.9759973850666,202383580,348.35024246380317,191585318
95,11214,391.0949227043637,288278023,248.7487257810189,366616817,390.27795768250155,372888733,391.9602485057688,340879205,271.8014982967555,486714943
96,11215,810.4599704582689,653487652,769.4548365765298,1079812906,773.6217051504021,717158925,753.154856223067,504401364,800.016052486617,1132806730
97,11216,383.2896656558925,388810570,506.2858967970221,454143006,463.8982836253917,399741151,527.001786071643,421348468,550.172096783547,483847200
98,11217,652.7021254655341,436738657,626.8385241380068,798843642,678.8885906755673,356654800,666.2416954139197,490941513,897.4956664273321,702493193
99,11218,330.30986589845213,327695133,499.3553213752367,449073736,475.77075453004903,321745682,487.589366798784,202735758,592.6043093698169,390873506
100,11219,400.2116519876674,315038208,394.04357627984757,498139644,441.8430371255675,280597281,382.5002692146018,323942538,472.9982169077738,368192691
101,11220,461.9935878613772,349297644,452.51208690904997,313320274,405.56061018436503,245868281,459.39611644769764,234101370,407.38190658989123,334287408
102,11221,347.68376343942975,444292217,414.6208743264088,535979575,523.3104169227827,612976517,442.1387624163541,370471164,492.56219834196963,576804126
103,11222,469.0700060703944,295950808,743.788458476651,495192042,556.0207022248093,349610805,614.3731733788563,275676001,730.8342457740441,563479781
104,11223,518.8829282703538,393435716,579.2490793377077,475649223,475.6920431313705,391835147,531.8609253333468,315633398,586.6737076057483,611870170
105,11224,178.87390631815467,97599685,288.22473999848177,174652087,332.71013036317447,59593375,342.31519103413143,67196472,290.5354922295119,49111248
106,11225,490.3380350463211,221927485,437.46528117689553,259186805,520.8899286934152,217467899,469.9917006962047,124416673,601.3025168730638,244379565
107,11226,324.534658832711,262810763,358.5766500698282,472431908,267.61197841038097,324362845,257.30255675583913,310714708,337.5551253628877,362077155
108,11228,519.2310379012876,249304629,530.2277576538378,240353303,647.7082474737819,274406133,571.9546405607733,254495221,556.2741555977229,359116688
109,11229,303.91796312939783,346610839,421.2549342442581,513501761,476.63784474570895,342758377,435.0628941486389,436002630,467.5229786110378,442627380
110,11230,504.00920939845076,383367549,510.7199169361702,375059939,439.1663677801456,390110167,493.245009101105,268271028,588.0525146392242,554742868
111,11231,474.2520940970315,341008597,840.3274393532781,507895585,976.1153630406859,720416087,872.4597307286567,229915823,999.0657203045374,571480578
112,11232,425.45312960632754,236679576,568.3987169552123,129092443,576.7081252049663,425567920,300.3973402412977,249781590,477.19877996582915,269805327
113,11233,338.10457544680486,319693767,363.89135551726594,393451342,341.7171865549959,353128832,415.9614704898699,236311871,388.96221879511256,362934034
114,11234,349.66735294362803,419499420,366.0273136161063,480221613,534.7644138159482,742619320,406.83178703019934,416486719,408.35857572032916,687387132
115,11235,397.37320151780864,334903750,475.09061184768495,417888752,499.35966395089855,275320952,318.0186162959945,193582384,409.9358877073188,350603817
116,11236,200.64683994060067,258073972,214.73234325008357,278796020,497.40029284037774,1086724139,363.1244352991916,250061648,106.06925978995909,285957527
117,11237,353.51042547246226,199889642,323.80960717610617,165909357,348.9991388404823,223301864,410.1351390603442,186383043,437.37958198100364,212653078
118,11238,487.49523175453197,336822643,574.7503644630657,603588464,544.8073315714527,531032423,741.4318618137689,447221319,297.2799300038251,826143601
119,11239,287.45558619218815,37739469,815.3461929253511,906779115,299.99456217064693,16053909,300.37331903980026,22135411,79.55871225802723,38546753
120,11249,718.794818714142,291663936,1174.725841842937,386531791,1086.415582748392,473922724,477.9027867097992,196926056,1347.2773734673333,326563868
121,11354,402.1591987742442,344364096,669.8495351546774,502482270,354.10504420571334,280043266,607.5323088613621,265435726,675.9409483398049,287057926
122,11355,445.5552479342177,386558832,513.8355901658995,501541046,537.0210259106323,315634645,1113.4657908135873,321467595,510.12633646165756,270147604
123,11356,397.17008860131165,180830747,408.72132729868275,201561740,387.5613259811536,149707189,431.5471773348046,125542684,394.2581657652578,220949767
124,11357,487.72156534521804,344389464,559.2679898206014,355359440,314.39286949512785,319061918,672.8782497513852,440484270,583.6485065960425,514140055
125,11358,536.4088866727712,289382939,575.6218078893513,292241465,516.1393889598586,275149263,556.2636360266472,210087425,548.6729431667743,378807092
126,11360,56.2471052184816,109996164,550.402684706533,129363895,526.3759279988677,81820927,444.0807924858349,58389963,528.4877673476623,140129060
127,11361,430.14758334495747,246698242,536.0920682865709,239600989,612.1937713610919,215661173,552.483102968699,160885842,574.9944932809809,307821002
128,11362,376.9784174348216,128660472,533.8790513495413,137115089,502.7899384433043,94176075,483.8678975188829,108840761,569.9920025231477,202411000
129,11363,353.1000908591235,62957040,554.3025682815909,63258672,498.00550877295933,67892095,481.988165994481,63578095,511.41640472448444,85905682
130,11364,526.1010887932091,184629390,560.5046767393446,192238531,524.5618885568681,187131159,539.7641363866973,154267289,597.0741669807572,234451919
131,11365,502.5671436407202,208905100,552.1964080722462,184233153,554.1955258516662,179110452,533.9171556618679,157137692,572.0574084013124,235555507
132,11366,517.3015454680548,118357559,525.49156691281,129019215,521.641062709538,92733175,541.5079996933025,84749251,563.1515935294376,141306561
133,11367,446.22199549247733,131861277,523.6378954533276,144629834,504.2648995647236,103453474,490.5906172958863,101488481,526.968923404561,168757055
134,11368,386.6841825442576,258924502,386.20347747074834,300924729,470.18195756406385,308506130,359.7974640933573,185977870,443.53378156148193,256221482
135,11369,240.65700227320812,239999768,421.9416325133223,170077921,425.3973101143243,153750499,441.1498988280076,110099986,347.96200359613334,220225848
136,11370,406.40550413204505,108140847,436.2873277692301,101516208,442.2730871298342,159326226,572.6891608550982,75385365,478.86826553880866,138810023
137,11372,133.87071262132844,126681186,650.6389525181498,228084738,438.1364688582826,60187683,611.0518434844286,93042420,390.74127344254106,187723830
138,11373,333.0658642064293,231047790,306.1014273716129,449017735,274.38649187240003,213969879,291.34576875415314,129779390,317.7664104812384,274702071
139,11374,404.4311721705564,257318120,684.3984801547845,190660413,399.997018768349,387756310,649.3280725369415,129763670,546.457791529251,107204636
140,11375,216.0035417739676,224372599,295.0354501565777,752108205,581.3829397114175,228296290,545.0079322134164,313240584,556.1215197087347,288843400
141,11377,435.60504965753427,254393349,438.84120226582365,360164435,517.7969746930273,371851755,407.5283399219191,165974067,464.46534413637215,358569568
142,11378,335.7518857744896,329515966,345.5769928035101,301182790,399.2759425292414,281316653,573.1873516164828,307340192,670.9143413367943,641004980
143,11379,446.01722023033346,207620570,456.74463480248386,203228982,450.0612934742327,200383040,459.47836482487975,161808982,466.7869932765712,307561282
144,11385,330.71429482758305,357707857,362.1984169819108,444929244,443.59276256199524,632257644,566.479307785098,744803595,392.18812727689357,655507550
145,11411,297.311476328322,79597715,332.32147837180327,89609822,349.5581430372653,99805841,371.27467543275634,80302257,383.8914499720887,92151607
146,11412,259.15996598964625,178918339,299.5767118017843,220381511,310.6661950675136,234954358,313.31352229295186,191167619,349.5796717827104,284207574
147,11413,326.87296353187475,275575155,321.319735688264,218385601,413.81115107295057,360934776,358.10361010643527,207624534,365.7611184807652,261939825
148,11414,309.5797127150204,132674720,319.36271229888337,122093323,303.6114105414937,139814269,379.20289295982695,115007687,391.1821450550207,181795643
149,11415,350.61170693230537,55118264,232.71963943807413,64905042,312.8439111994192,40937190,427.41572200223584,40909241,389.13452733730725,56859948
150,11416,256.751622147041,122033019,315.48995783362716,94123905,346.9276005470429,99440552,333.0883512343358,85934463,388.93234911885287,123899067
151,11417,389.6535946749919,158758902,346.10319276223265,148392090,329.80186267307147,145896099,398.72880449318,99886749,411.7204461325263,153601782
152,11418,269.3974508860436,143326987,338.4699764940523,171064080,336.8977360107369,118733206,354.2302307892279,110372118,379.2257012671637,160379479
153,11419,296.5972277346034,138997918,348.58947362107193,174348071,369.63651308095825,165942768,433.63380230138773,154016753,417.1951680452806,175720936
154,11420,342.4350853207352,213899679,365.94046471764597,192137041,384.54274728403175,218820974,387.4385325627472,150768218,455.9331206584114,241535130
155,11421,321.58832158827266,177564027,332.84446417068006,173606347,359.69446850028083,160739185,350.60135042753024,133342108,403.9367268612022,190601180
